"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct"
"204","got that vol. 1 return of the bodysnatchers bumpin. Perfect for the gym! I'm going I'n right now!!",17,"gym","i'm","going","i'n","right","to","be","on","not","a",0.0299999999997453,FALSE
"205","is our new Twitter pg. Follow 4 exciting deals, ATX challenges, & insights on #fashion, epicurean, entertainment & the arts",11,"","exciting","deals","atx","challenges","challenges","but","step","deals","fauxliday",0.0399999999999636,TRUE
"206","Daddy got a new truck(:",5,"daddy","got","a","new","truck","of","to","and","lot","york",0.0399999999999636,FALSE
"207","Freakin is FLAWLESS..in every way!",4,NA,"freakin","is","flawlessin","every","a","the","to","not","that",0.0300000000002001,FALSE
"208","he's next to go bro",3,NA,NA,"he's","next","to","to","year","the","week","time",0.0399999999999636,TRUE
"209","Thanks for finally providing a good night's rest! and I had a great time! Hope your run post beers was good!",5,"thanks","for","finally","providing","a","the","a","me","and","this",0.0300000000002001,TRUE
"210","I love my momma :)",2,NA,NA,NA,"i","love","have","to","was","am","know",0.00999999999976353,FALSE
"211","Hello new followers!",3,NA,NA,"hello","new","followers","york","jersey","and","to","law",0.0300000000002001,FALSE
"212","Not sure! Any recommendations? RT : Hey Chicago! What are you eating at the Taste of Chicago this weekend?",6,"sure","any","recommendations","rt","","i","of","you","about","if",0.0499999999997272,FALSE
"213","Mayoral Candidate Forum on education this Thursday January 21, 6pm at Warren Easton, 3019 Canal street.",3,NA,NA,"mayoral","candidate","forum","at","for","candidate","the","salem",0.0199999999999818,FALSE
"214","Ah I miss that place so much! We def need to do another road trip this summer",8,"that","place","so","much","we","i","as","much","the","to",0.0300000000002001,FALSE
"215","Join the Maui Mall Shoppers Club at www.mauimall.com. We give away three great prizes monthly, including $100 gift certificate to the mall!",17,"great","prizes","monthly","including","","the","of","a","an","new",0.0299999999997453,FALSE
"216","busy day. I thought called about Film but it was same name dude who is a set medic. #internmistakes!",2,NA,NA,NA,"busy","day","day","to","on","with","but",0.0100000000002183,TRUE
"217","total white cat move",4,NA,"total","white","cat","move","move","storm","stevens","toying","nip",0.0500000000001819,TRUE
"218","I actually liked Derek Morris as a Ranger.",3,NA,NA,"i","actually","liked","have","was","to","am","know",0.0199999999999818,FALSE
"219","Twovsuns massage is now offering couples massage! What a great way to start off your valentines day! Call to schedule today!",18,"off","your","valentines","day","call","the","and","i","in","a",0.0299999999997453,FALSE
"220","Stellar of to reply. #digiday I find the lack of women in marketing/pr leadership interesting- it's an area of research for me.",7,"to","reply","digiday","i","find","have","to","was","am","know",0.0399999999999636,FALSE
"221","Enter to win an Orioles vintage cap by email or tweet the answer to: Which 2 O's pitchers hold the record for the most opening day starts?",4,NA,"enter","to","win","an","the","be","a","make","do",0.0399999999999636,FALSE
"222","Prepare for testing season by practicing to read standardized instructions in dry monotone.",12,"read","standardized","instructions","in","dry","the","a","my","and","his",0.0300000000002001,FALSE
"223","What Is A Life Without A Purpose? What Is A Purpose Without Love?",7,"a","life","without","a","purpose","of","lot","and","to","few",0.0300000000002001,FALSE
"224","got to fa the one time one time and nope that shit stressede the hell out boa",11,"one","time","and","nope","that","the","i","a","to","it",0.0500000000001819,FALSE
"225","that's the beauty of self-publishing, you can find your audience without publishing types.",4,NA,"that's","the","beauty","of","of","and","to","is","first",0.0299999999997453,TRUE
"226","i'm waiting patiently for the videos of the tram ride and pics at Yoga! :-)",5,"i'm","waiting","patiently","for","the","the","a","me","and","this",0.0300000000002001,TRUE
"227","Congrats to Patti Groff, CLM on winning the Spirit of ALA Award - a huge honor recognizing leadership and dedication!",19,"huge","honor","recognizing","leadership","and","and","the","leadership","at","has",0.0499999999997272,TRUE
"228","Finally Going to bed. Had a long night but atleast it was for a good cause. ❤#RelayForLife ❤",10,"a","long","night","but","atleast","i","the","it","of","we",0.0500000000001819,FALSE
"229","Haha. Works for me sometimes. ;)",2,NA,NA,NA,"haha","works","for","he","your","well","thanks",0.00999999999976353,FALSE
"230","Send details and I can post.",6,"details","and","i","can","post","to","have","the","i","was",0.0300000000002001,FALSE
"231","Wearing my 2011 shirt to the #Skrillex show in Indy tonight. Already got a lot of compliments.",11,"skrillex","show","in","indy","tonight","the","a","my","and","his",0.0399999999999636,FALSE
"232","Howdy Ali - good to meet you too!",5,"howdy","ali","","good","to","to","for","and","you","i",0.0100000000002183,TRUE
"233","The scent of Coco Chanel perfume will aways flood me with lovely memories of my dear Aunt Lynn.",9,"chanel","perfume","will","aways","flood","be","the","a","to","not",0,FALSE
"234","""We All Got That One Friend whose laugh is always funnier than the joke.""",13,"is","always","funnier","than","the","a","the","to","not","people",0.0499999999997272,TRUE
"235","Fact: Girls have a lot of crushes but their heart only belongs to one guy.",6,"girls","have","a","lot","of","of","to","lot","and","few",0.0399999999999636,TRUE
"236","Number one SEO mistake? Not doing on page keyword optimization.",7,"seo","mistake","not","doing","on","the","a","to","just","be",0.0199999999999818,FALSE
"237","Count on me! ;) RT : better get your own party started!",6,"on","me","","rt","","the","and","i","my","a",0.0300000000002001,FALSE
"238","I hate when i wear bhoops and people are like "" the bigger the hole the bigger the hoe"" and im just like. O___o bitch try me.",2,NA,NA,NA,"i","hate","have","to","was","am","know",0,FALSE
"239","Be the light in the world of darkness",4,NA,"be","the","light","in","of","and","to","is","first",0.329999999999927,FALSE
"240","#kids Little Stage Puppet Theater: Little Stage Puppet Theater Friday, May 11, 2012 at 6:30 PM Monrovia California 518 E. Colorado,...",13,"theater","friday","may","","","be","have","not","a","off",0.0199999999999818,FALSE
"241","lost one dream, so now i'm gonna pursue an even greater one",3,NA,NA,"lost","one","dream","of","the","day","in","is",0.0100000000002183,FALSE
"242","Interested to see matte football helmets next year. Not convinced, yet.",9,"football","helmets","next","year","not","and","the","we","of","old",0.0499999999997272,FALSE
"243","oh man I want some French toast so bad now...",9,"some","french","toast","so","bad","i","much","and","many","we",0.0300000000002001,FALSE
"244","You mean... a winky face is not the correct use?!",4,NA,"you","mean","a","winky","of","lot","to","and","few",0,FALSE
"245","omg Jesus loves me SO much that sometimes my hair falls out. Then I pick it up and burn it as an offering. It feels so nice.",10,"much","that","sometimes","my","hair","the","is","and","life","i",0.0499999999997272,FALSE
"246","No you Not!",2,NA,NA,NA,"no","you","matter","one","more","idea","how",0,FALSE
"247","Hi there Sueanne! Liking the newest avatar! Getting to be beach weather, right?!",7,"sueanne","liking","the","newest","avatar","of","and","to","is","first",0.0399999999999636,FALSE
"248","The trip home feels twice as long. Even with good music and junk food. Too bad I don't smoke anymore.",12,"even","with","good","music","and","the","a","and","my","to",0.0300000000002001,TRUE
"249",": Thanks for ther RT about Administrative Professionals Day.",9,"rt","about","administrative","professionals","day","the","it","a","day","to",0.0500000000001819,TRUE
"250","Tryin to stay up for loiter squad",3,NA,NA,"tryin","to","stay","the","be","a","make","do",0,FALSE
"251","looks like its a jquery problem. in this.selectMenuItem, this refers to the document, right?",2,NA,NA,NA,"looks","like","like","at","in","up","better",0.0199999999999818,TRUE
"252","Can I get a refill?",3,NA,NA,"can","i","get","have","to","was","am","know",0.0299999999997453,FALSE
"253","Sitting in the doctors office 😖😰💔💔",2,NA,NA,NA,"sitting","in","in","on","at","well","the",0,TRUE
"254","ha nah that aint me",3,NA,NA,"ha","nah","that","that","don't","which","that's","nah",0.0100000000002183,TRUE
"255","Hey everyone, please follow one of the best metal drummers ever, Paul Bostaph,",2,NA,NA,NA,"hey","everyone","hey","i","for","how","man",0.0199999999999818,FALSE
"256","Wow. Bollywood and Smash are still trending. That's how good tonight's episode of #smash was!",9,"are","still","trending","that's","how","the","why","it","what","we're",0.0299999999997453,FALSE
"257","seriously? I'll have to check it out!",3,NA,NA,"seriously","i'll","have","be","never","have","just","go",0.0199999999999818,TRUE
"258","Just saw this tweet, it was good to meet you too! Thank you so much for your support! MT",18,"so","much","for","your","support","the","a","and","to","me",0.0599999999999454,FALSE
"259","are you coming to get Donovan",5,"are","you","coming","to","get","the","be","a","make","do",0.0300000000002001,FALSE
"260","OK just asked to have it shipped should have it in the next few days",15,"in","the","next","few","days","of","the","and","to","a",0.0500000000001819,FALSE
"261","Engineering Dev Manager-excellent leadership opportunity in Bellevue",4,NA,"engineering","dev","managerexcellent","leadership","leadership","school","involved","dev","in",0.0299999999997453,TRUE
"262","Sometimes ""no syntax error"" doesn't equal finished; it equals actually beginning.",4,NA,"sometimes","no","syntax","error","matter","one","more","idea","how",0.0100000000002183,FALSE
"263","Listening to The Faint always makes me think of you :) Its not bad for paper-writing music!",12,"think","of","you","","its","the","a","to","are","can",0.0499999999997272,FALSE
"264","Sleep with one eye open.",3,NA,NA,"sleep","with","one","the","a","and","my","her",0,FALSE
"265","Loved that beer, thank you for sharing",2,NA,NA,NA,"loved","that","the","when","job","that","was",0,TRUE
"266","Successfully set up Nokia Education Delivery server locally (MacBook Pro) but am at a loss for user guides.",16,"am","at","a","loss","for","of","the","lot","to","and",0.0399999999999636,FALSE
"267","/ That, Alberto, is part of our ""secret sauce"" for the game. They are not aware, as that could bias gameplay.",14,"for","the","game","they","are","of","the","and","are","to",0.0500000000001819,TRUE
"268","hell yeah! How much are the tickets?!",5,"hell","yeah","how","much","are","as","to","more","much","they",0.0500000000001819,FALSE
"269","Thank God, Lifetime, and Thank You John! I hope the show lasts forever on television, this show is very valuable to all of us!",13,"hope","the","show","lasts","forever","of","and","to","is","first",0.0299999999997453,FALSE
"270","Teen Wolf Trailer Omg I can't wait till it comes back on!!(:",9,"i","can't","wait","till","it","to","have","was","am","know",0,FALSE
"271","U Said ""I Will BE THERE WITH YOU"",But #Wisconsin NEEDS U NOW. GO spend & campaign there",4,NA,"u","said","i","will","have","to","was","am","know",0.0300000000002001,FALSE
"272","Late night last night.",4,NA,"late","night","last","night","night","year","week","the","weekend",0.0299999999997453,TRUE
"273","#Pittsburgh WPXI interviewing family across st whose chimney fell down during the earthquake. Tempted 2walk out dressed in my Batman outfit",17,"earthquake","tempted","walk","out","dressed","of","the","on","in","there",0.0500000000001819,FALSE
"274","Time to dream bout some crazy ishhh goodnight 💤",8,"bout","some","crazy","ishhh","goodnight","of","more","other","things","the",0.0299999999997453,FALSE
"275","okaay (; LOOOOL i still remember our thoughts",6,"","looool","i","still","remember","have","to","was","am","know",0.0100000000002183,FALSE
"276","it's my fault I'm sorry",4,NA,"it's","my","fault","i'm","and","life","to","is","not",0.0399999999999636,FALSE
"277","hey Clifbar people, love your stuff but need more info on this arsenic in organic bar business in the news today. What's your take?",3,NA,NA,"hey","clifbar","people","hey","i","for","how","man",0.0100000000002183,FALSE
"278","Chicago roadtrip status: ACTIVE.",2,NA,NA,NA,"chicago","roadtrip","marathon","the","in","this","said",0.0199999999999818,FALSE
"279","Watched 'Anatomy of a Murder' tonight. Have u seen it? Late-50s courtroom drama that you would surely appreciate.",15,"lates","courtroom","drama","that","you","the","i","is","was","it",0.00999999999976353,FALSE
"280","Happy Mothers Day all Moms from me& FloboRojan RT: , "" Yearning 2 hear well done good & faithful servant..From my Wife."" (cont)",9,"moms","from","me","floborojan","rt","the","and","to","i","a",0.0500000000001819,FALSE
