"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"134","@ school. teacher's like bitching at all of us -_-","school teachers like bitching at all",7,"of","the","least","all","this","home",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Maybe it's a condition of getting older: we forget about the bears' defenseless inner ears.","maybe its a condition of getting older we forget about",11,"the","to","about","the","it","this",0.0100000000002183,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","So I'm performing a musical this weekend. It's at Lakeside High School in Atlanta, GA. Wanna come? I'll buy your ticket! :)","so im performing a musical this weekend its at lakeside high school in",14,"atlanta","school","and","in","for","the",0.0499999999992724,FALSE,"was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","What is the case for not bunting there? There must be one......","what is the case for",6,"not","first","last","next","past","sake",0.0500000000010914,FALSE,"of","is","the","and","you",NA,NA,NA,NA,NA
"138","Waiting for #oomf to tell me how i changed.","waiting",2,"for","to","for","until","long","would",0.0100000000002183,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Can we get some free ones for suffering thru the Matt Killcullen and Ken McDonald eras?","can we get some free ones for suffering thru the matt",12,"killcullen","same","first","most","world","time",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","phone dropped one too many times. On the plus side it's an indirect upgrade since my crap's too old!","phone dropped one too",5,"many","of","day","is","that","and",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Shut up. I hate you. I had toast and instant coffee.","shut up i hate you i had toast and",10,"instant","to","not","and","them",NA,0.0499999999992724,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","the weather is crazy if your hot and we're cold. freaky!","the weather is crazy if your hot and were",10,"cold","the","then","it","that","we",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","I remember kindergarten where you actually got to do things, not like today. Now that's graduate school. - Alan Kay","i remember kindergarten where you actually got to",9,"do","to","the","out","it","in",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","How was your day. :)","how",2,"was","to","much","the","many","they",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Thanks! You guys rock!","thanks",2,"you","you","goodness","the","god","her",0.00999999999839929,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Not as good as me!","not",2,"as","to","the","only","be","have",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Yes. Put it over the trailer hitch and make that the clit.","yes put it over the trailer hitch and",9,"make","he","for","living",NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","20 min on hold is still a tremendous fail though!","min on hold is still a tremendous",8,"fail","few","little","lot","bit","good",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Early Saturday morning, my favorite time to create new burgers, anyone got a showstopper? Ooh, also don't miss corndogs 4 Easter tomorrow","early saturday morning my favorite time to create new burgers anyone got a showstopper ooh also dont",18,"miss","be","have","the","has","had",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","I realize that I am beginning to make a lot of people uncomfortable when I bring ""race"" and ""oppression"" into ""our"" perfect world of yoga","i realize that i am beginning to make a lot of people uncomfortable when i bring race and oppression into",21,"our","of","are",NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","My friend Zach Fleury says if you're a hipster in Seattle you tweet, instagram, and wear skinny jeans...interesting formula","my friend zach",4,"fleury","cuddled",NA,NA,NA,NA,0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Certainly, one can have morals without law or religion. Or can they? (Part 2/2)","certainly one can",4,"have","be","see","do","find","get",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","so glad I don't have to work tonight. I'd be a #zombielibrarian. Instead I'll be a","so glad i dont have to work tonight id be a instead",13,"ill","few","little","lot","bit","good",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","when a girl tells you about her problems, it doesn't mean she's complaining, it means she trusts you.","when a girl tells you about her problems it doesnt mean shes",13,"complaining","that","we","really","the","and",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","That's awfully convenient of them. :) Thank you again!","thats awfully",3,"convenient",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","According to a “Time Magazine Survey”, 59% of Americans would rather sit in a Dentist’s chair than sit next to someone on a cell phone.","according to a “time magazine survey” of americans would rather sit in a dentist’s chair than sit next to",20,"someone","on","down","to","time","year",0.0499999999992724,FALSE,"day","week",NA,NA,NA,NA,NA,NA,NA,NA
"157","I CANT STOP LISTENING TO 11:11 ITS AN AMAZING SONG!","i cant stop",4,"listening","to","the","for","is","you",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Silent stats class, this girl come in blasting Chris Brown. No one can think straight.","silent stats class this girl come in",8,"blasting","to","back","up","out","and",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","so pumped for tonight at w/ ""rockin' with our city like a sold-out show.""","so pumped for tonight at",6,"w","the","was","is","to","it",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Yes Kobe Kobe Kobe","yes",2,"kobe","we","the","you","my","it",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","This sucks","this",2,"sucks","is","one","was","week","time",0.0500000000010914,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","True That!","true",2,"that","to","love","for","believers","it",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","How so? I talked to u yesterday :)-- RT : so i missed talking to fans :( how sad","how so",3,"i","much","that","we","many","they",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Any ideas for DiY weapons that we can make?","any ideas for diy weapons that",7,"we","on","back","system","production",NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","who doesnt eat there cake with a fork...? I sure do!(:","who doesnt eat there cake with",7,"a","not","and","with","like","so",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Stop by the Greater Madison Chamber of Commerce Business Expo Hospitality booth next week Tuesday and tell me about your business.","stop",2,"by","to","the","for","is","you",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","What little I have goes toward my commute. $4 gasoline.","what little i have goes toward my",8,"commute","the","my","people","some","being",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","get some pork belly and you'll feel 1000% better.","get some",3,"pork",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","lucky Hope your having a fantastic time !","lucky hope your having a",6,"fantastic","to","an","the","been","their",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","I'm in your next session!","im in",3,"your","the","my","this","his","our",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","a lot is two words babe.","a lot is two",5,"words","the","not","that","to","an",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","That's sad.","thats",2,"sad","the","is","you","he","we",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","it's not even worth it!!","its",2,"not","was","is","and","would","to",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Sounds like you're getting caught up in your lies.","sounds like youre getting caught up in",8,"your","to","with","the","and","in",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Girl, just keep working... lol","girl",2,"just","who","in","at","is","to",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Just got off the phone with a few partners I have made my decision","just got off the phone with",7,"a","same","idea","other","first","new",0.0499999999992724,FALSE,"call","calls","number","is","my",NA,NA,NA,NA,NA
"177","Tks for #FF - Have a great weekend everybody!","tks for have",4,"a","the","me","my","this","you",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Knowin' nothing in life but to be legit.","knowin nothing in life but to",7,"be","the","it","they","he","we",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Rick Perry's ad ""Strong"" has 181,606 more dislikes on Youtube than Rebecca Black's Friday video, making it the most hated video on Youtube.","rick perrys ad",4,"strong","campaign","and","sites",NA,NA,0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Nah...did two years there in undergrad then transferred to NYU. Had some decent troublemaking there though.","nahdid two",3,"years","of","years","weeks","days","and",0.0199999999986176,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","I wish DVD manufacturers would always use the same cases, so we wouldn't have to have a dozen kinds of security measures.","i",2,"wish","was","have","am","had","think",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Many of the people whom I follow have started complaining about Twitter and pondering its purpose. Is this the beginning of the end?","many of the people whom i follow have started complaining about twitter and pondering its purpose is this the beginning of the",23,"end","the","my","this","course","his",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Paddycake, Paddycake, baker’s man, Bake me a cake as fast as you can! In addtion to cakes, we've got brownies and blondies for only $1 each!","paddycake paddycake baker’s man bake me a cake as fast as you can in addtion to cakes",18,"weve","the","be","do","get","make",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","love your songss!!! and please follow back","love your songss",4,"and","own","life","blog","body","favorite",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Beards before hoes. Or did I get that saying wrong?","beards before hoes or did",6,"i","the","not","even","so","two",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","I'm in love with Kerry Washington.","im in love with kerry",6,"washington","the","my","her","me","their",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","What's that RT I learned a BIG lesson today","whats that rt i learned a",7,"big","to","that","about","from","it",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Apartment fire. All residents safe. This includes my mother. Red Cross called. Fire Dept investigating. Bldg standing but totaled.","apartment fire all residents safe",6,"this","of","to","who","locked","merchants",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","THAT MOVIE WAS SO GOOD!","that movie",3,"was",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","well i said it would be chippy just had no idea it'd be in my neck of the woods and not just on the court...","well i said it would",6,"be","be",NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","#FF new followers thanks for the follow-much appreciated","new",2,"followers","york","year","testament","to","and",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","can't wait to meet you!","cant wait to meet",5,"you","the","be","do","get","make",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","so ive got an 80% for my presentation not what i expected but hm not bad....","so ive got an for my presentation not what i expected but hm not",15,"bad","shirt","gran",NA,NA,NA,0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Are you coming out to your alma mater for a game this year? Better see you out here for OU game next yr","are you coming out to",6,"your","of","the","to","and","in",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Getting a LOT of callers asking about the circumference of the hot tamale bowl :( sorry, guys and gals.","getting a lot of callers asking about the circumference of the hot tamale bowl sorry guys",17,"and","for","about","im","the","to",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","LOVE Dresden Files, counting days to Cold Days hits the shelves. I've read many TP over the years, so... thank you for ideas!","love dresden files counting days",6,"to","and","them","both",NA,NA,0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Tomorrow is the start of the wake and bake/self flagellation/ Dorito binge ritual that makes every 4/20 so special to me.","tomorrow is the start of the wake and bakeself flagellation dorito binge ritual that",15,"makes","that","for","nature","performance",NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","digging this whole ""mamalicious"" week on Dirty Dancing on right now, Stepmom & Time Traveler's Wife coming up!","digging this whole mamalicious week on",7,"dirty","and","we","of","the","it",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","expect a birthday shoutout Monday :D","expect",2,"a","to","more","that","them","most",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","I love this song","i",2,"love","was","have","am","had","think",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","spontaneous inspiration. also want to have a modern work of art on my earlobes. #dashesanddots or maybe","spontaneous inspiration also want to have a modern work of art on my earlobes or",16,"maybe","life","first","own","favorite","head",0.0599999999994907,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Six Feet Under the Volcano","six feet",3,"under","were","and","from","is","to",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Cute profile pic(:","cute profile",3,"pic",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Hated him, but Steve Young. Not even close...","hated him but steve",5,"young","the","it","they","he","we",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","That's nasty, hopefully Napoli doesn't leave the game....","thats nasty hopefully napoli",5,"doesnt","the","have","you","to","get",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Sitting behind the sun....watching the sunres¿ ~ con ~ kcs™","sitting behind the sunwatching",5,"the","same","first","most","world","time",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Have a great day!!","have a great",4,"day","weekend","day","time","weekend","deal",0.0500000000010914,TRUE,"day","little","for","to","and","time","things",NA,NA,NA
"208","Looks awesome Nikki!! I so wish I could be there for you guys :( Love ya none the less<3","looks awesome nikki i so wish i could be there for",12,"you","is","are","was","were","and",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","#Santorum: People don't want to send someone to manage Washington, they want someone who can give the power back to the people","people dont want to send someone to manage washington they want someone who can give the power back",19,"to","of","and","to","is","in",0.0199999999986176,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Transitions are one of the most challenging situations that our families face. Wishing you smooth transitions as the kids go back to school!","transitions are one of the most challenging situations that our families face wishing you smooth transitions as the kids go",21,"back","are","and","to","were","that",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","MANCHESTER: Public hearing covers proposed anti-bullying, Internet policies for Manchester Community Schools","manchester public hearing",4,"covers","that","the","from","and","her",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","3 hours later and #gephi is still trying to execute Force Atlas. #NeedSmallerData or","hours later and is still trying",7,"to","have","be","not","in","open",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
