"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"78","I’m pretty late to the LCD Soundsystem party (a great oversight on my part), but thankfully rectified with Mr James Murphy’s third (and final?) outing of liquid crystal disco. It sounds effortlessly cool, but there’s so much going on, it’s just plain fun to listen to, dance to and do just about anything to – be it the washing up, filling out an application form or being attacked by PANDUHS!","i’m pretty late to the lcd soundsystem party a",10,"great","also","movement",NA,NA,NA,NA,NA,NA,0.0300000000061118,FALSE,NA,NA
"79","During this time, peaceful occupiers have been faced with continual harassment arrests, almost invariably on fabricated charges (“disorderly conduct,” “interfering with the conduct of a police officer”—the latter a charge that can be leveled, for instance, against those who try to twist out of the way when an officer is hitting them.) I have seen one protestor at Union Square arrested, by four officers using considerable force, for sitting on the ground to pet a dog; another, for wrapping a blanket around herself (neither were given warnings; but both behaviors were considered too close to “camping”); a third, an ex-Marine, for using obscene language on the Federal steps. Others were reportedly arrested on those same steps for singing a satirical version of the “Officer Krumpke” song from West Side Story. Almost no march goes by without one or two protestors, at least, being hurled against vehicles or have their heads bashed against the ground while being arrested for straying off the sidewalk. The message here is clear. Law has nothing to do with it. Anyone who engages in Occupy Wall Street-related activity should know they can be arrested, for virtually any reason, at any time.","during this time peaceful occupiers have been faced with continual harassment arrests almost invariably on fabricated charges “disorderly conduct” “interfering with the conduct of a police officer”—the latter a charge that can be leveled for instance against those who try to twist out of the way when an officer is hitting them i have seen one protestor at union square arrested by four officers using considerable force for sitting on the ground to pet a dog another for wrapping a blanket around herself neither were given warnings but both behaviors were considered too close to “camping” a third an exmarine for using obscene language on the federal steps others were reportedly arrested on those same steps for singing a satirical version of the “officer krumpke” song from west side story almost no march goes by without one or two protestors at least being hurled against vehicles or have their heads bashed against the ground while being arrested for straying off the sidewalk the message here is",167,"clear","the","my",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"80","Schumann – Spanische Liebeslieder, op.138, nos 4 and 9","schumann –",3,"spanische",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"81","Cole then settled in Memphis. His son Victor Cole, Jr., a product of a local Memphis high school, signed on to play in 2013 for the University of Memphis, according to The Memphis Commercial Appeal.","cole then settled in memphis",6,"his","memphis",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"82","Data-mining programs will provide these abusers of power with powerful tools for creating enemies lists, and for targeting them, as described in EFAD. Social media networks are already under intensive federal scrutiny. This year, it is ostensibly to track down undefined terrorist threats. But social media, so popular today, must be understood as a two-edged sword. The same social media that facilitated the Arab Spring, today brings the secret police of Syria, Egypt, Iran, Saudi Arabia and other nations to the doors of obscure bloggers hidden in tiny apartments, to drag them away to secret torture cells.","datamining programs will provide these abusers of power with powerful tools for creating enemies lists and for targeting them as described in efad social media networks are already under intensive federal scrutiny this year it is ostensibly to track down undefined terrorist threats but social media so popular today must be understood as a twoedged sword the same social media",61,"that","are",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"83","I was walking back from my girlfriend’s house through Park South, a notoriously run-down area of Swindon, riddled with unemployment, anti-social behaviour and crime. It’s not the area of Swindon I normally associate with a ‘passion for politics’, but as I crossed the water logged field I saw a purple and yellow glow from a window. ‘VOTE UKIP’. Wait, what? – This took me by surprise, Park South has always been a Labour stronghold, we have all seen it in the media that the ‘smaller’ parties are going to do well tomorrow, but this really hit home for me. It’s bitter-sweet.","i was walking back from my girlfriend’s house through park south a notoriously rundown area",16,"of","like","pm","leaders","depth","swindon","night","take","new",0.0100000000020373,FALSE,"can","things"
"84","Adapted from Laurie and Sharon's book Mom...And Loving It!","adapted",2,"from","freezing","laurie",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"85","Simon Field / five from Gordon Belgrave / 57-61","simon field five from gordon",6,"belgrave","thats","brown","told","called","earnhardt","belgrave","gartrel",NA,0.0300000000061118,TRUE,NA,NA
"86","POSTED BY MIKE SMITH AT 9:38 AM 1 COMMENTS","posted by mike smith at am",7,"comments","said","took",NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"87","Our system is broken. Government serves the interest of big business and big business only serves the interest of a very few, wealthy elites. It’s time to make our economy and our politics work for working people.","our system is broken government serves the interest of big business and big business only serves the interest of a very",22,"few","good","important","nice","very","long","big","difficult",NA,0,FALSE,NA,NA
"88","Now I feel that I wasted my life, how I repent","now i feel that i",6,"wasted","am","have","was","can","had","dont","didnt","could",0,FALSE,"will","would"
"89","I was nervous about reading this passage. It's pretty emotional. That's some crazy brutality, you know? They aren't dying fast enough as they slowly suffocate on a cross where they are hanging by their hands and feet so let's break their legs so they die faster. Oh- he's already dead so let's put a gash in his side so that he bleeds.","i was nervous about reading this passage its pretty emotional thats some",13,"crazy","just","going","good","percent","great","true","lot","say",0.0299999999988358,FALSE,"need","thats"
"90","This time FVK provides brilliant material soundwise and musicwise. This is still weird narcotic hard core punk delivered with conviction and energy, probably their best recording so far.","this time fvk provides brilliant material soundwise and musicwise this is still weird narcotic hard",16,"core","time","work","believe","get","people","know","times","follow",0.0499999999956344,FALSE,"find","tell"
