"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"360","In accusing Adams of failing to live up to his commitment, Cogen cites a letter Adams sent in May 2009 to then-County Chairman Ted Wheeler. In it, Adams commits to a city contribution for the bridge project of $8 million a year for 20 years. Adams said the money would come from a new gas tax approved as part of the Oregon Legislature's Jobs and Transportation Act of 2009. Adams also requested that the bridge be fitted with rails so a streetcar could be added later.",35,"a","city","contribution","for","the","the","a","and",0.0299999999997453,TRUE
"361","357 Meadowbrook Dr, $207,000",2,NA,NA,NA,"","meadowbrook",NA,NA,NA,NA,FALSE
"362","Earlier Thursday, Fitch outlined the police case to reporters in Clayton. He said they had obtained search warrants on Smith's residence, car and cell phone. Police spent the day at the Hawk Point property, combing for clues.",12,"to","reporters","in","clayton","he","the","a","for",0.0199999999999818,FALSE
"363","Gracie Murphy, now a first-grader, was a little nervous when she started kindergarten last year at Skokie's Devonshire School, but that didn't last long.",24,"but","that","didn't","last","long","the","year","week",0.0300000000002001,FALSE
"364","Defensive coordinator Dave Steckel will take over for Pinkel, who is to have no involvement in the remaining game preparation for Texas Tech and is to be out until next Thursday.",9,"will","take","over","for","pinkel","the","a","and",0.00999999999976353,FALSE
"365","Eurama cautions her against prizing the fabric over the person, a lesson that doesn't quite land, even when McKinley is swept into mourning at an indigo-tinged funeral when Eurama's husband dies. After this, McKinley continues to collect in weighty encounters successive fabrics, traveling along roads and through outposts that she notes were built for imperial extraction. McKinley's description of indigo's history, which often arises as overly deliberate exposition, is best when it appears like this, as it is — underfoot, in the air. Her most difficult procurement comes in the middle of an attempted coup in the Ivory Coast, where she sees herself mirrored in an upper-class African woman carrying, amid chaos over control of wealth, a Chanel purse: ""I'm just like her; I'm unable to give up the ghost of the things I hope will fill me with meaning.""",100,"in","the","ivory","coast","where","of","the","and",0.0300000000002001,FALSE
"366","“But nobody’s looking at them. That’s the point,” Robinson countered.",8,"at","them","thats","the","point","of","and","to",0.0399999999999636,FALSE
"367","Because older adults are rejecting the idea of retirement as a time to slow down, the number of retirement-age people who identify themselves as self-employed has increased more than 5 percent since 2008, according to AARP statistics.",11,"idea","of","retirement","as","a","the","a","as",0.0100000000002183,TRUE
"368","How do you spend your spare time?",4,NA,"how","do","you","spend","have","to","get",0.0199999999999818,FALSE
"369","Russ had pleaded guilty last month to manslaughter charges in connection with the October 2009 death of Keith McMahon at the Lexington Rest Home in Lakewood. The 57-year-old victim sustained a chest wound and died a month later at a local hospital.",21,"of","keith","mcmahon","at","the","the","a","home",0.0299999999997453,TRUE
"370","Radon. A naturally occurring radioactive gas, it's a byproduct of the breakdown of uranium and is the second leading cause of lung cancer in the United States, he says. ""It comes up out of the soil, hits the foundation and comes up into the homes and builds up to dangerous levels in the indoor air."" Radon test kits range in price from $9 to $25. More information about radon and testing is at the Oregon Radon Program's website (healthoregon.org/radon).",6,"a","naturally","occurring","radioactive","gas","of","to","in",0,FALSE
"371","""There are generally not enough benefits to outweigh the losses,"" Hance said.",11,"to","outweigh","the","losses","hance","of","and","the",0.0300000000002001,FALSE
"372","Katalin Marosi, Hungary, and Anna Tatishvili, Georgia, def. Liga Dekmeijere, Latvia, and Maria Kondratieva, Russia, 4-6, 6-0, 10-3 tiebreak.",6,"marosi","hungary","and","anna","tatishvili","the","a","to",0.00999999999976353,FALSE
"373","3 tablespoons balsamic vinegar",3,NA,NA,"","tablespoons","balsamic","balsamic","vinegar",NA,0.0199999999999818,TRUE
"374","At 29, Randolph had another All-Star-caliber season, averaging 20.1 points and 12.2 rebounds and shooting 50.3 percent from the field. And he has kept the Grizzlies not just afloat, but thriving after they lost Rudy Gay for the season to a shoulder injury.",34,"but","thriving","after","they","lost","the","a","are",0,FALSE
"375","The two institutions have been discussing the alliance since July, said Chris Coburn, executive director of Cleveland Clinic Innovations. But the deal became official Monday, when the two signed a memorandum of understanding. This week, employees from Cleveland Clinic Innovations head to MedStar's Institute for Innovation to begin moving ideas from the back of napkins to salable products.",40,"employees","from","cleveland","clinic","innovations","the","a","from",0.0300000000002001,FALSE
"376","""We've got to wait a few extra picks into the third day,"" Baalke said, ""but we feel very comfortable that we're going to get an awfully good football player with the pick.""",16,"day","baalke","said","but","we","the","it","i",0.0199999999999818,FALSE
"377","3. The NCAA alleges that the school awarded more scholarships to athletes under the Dr. James E. Dorsey Scholarship program than permissible, in that the amount of aid was higher than that given to the general student body.",34,"higher","than","that","given","to","the","he","will",0.0299999999997453,FALSE
"378","Beverly Hills police officials, who are investigating the case in conjunction with the coroner's office, said Saturday night that it is far too early to determine whether drugs or alcohol played any role in Houston's death. Police said there is no indication of foul play but placed a security hold on her coroner's office file, which is common in high-profile cases.",49,"play","but","placed","a","security","of","in","to",0.0300000000002001,FALSE
"379","""Are you looking for a Negro who is afraid to fight back,"" the hotheaded Robinson once asked Rickey as they negotiated the terms of his entrance into baseball.",4,NA,"are","you","looking","for","to","for","have",0.0199999999999818,TRUE
"380","Humvees and even helicopters are of limited use in Afghanistan's mountains. There are few roads and the air is thin. But a 1,000-pound mule or 400-pound donkey can easily carry a load one-third its weight -- or more, if necessary.",12,"use","in","afghanistan's","mountains","there","the","a","for",0.0100000000002183,FALSE
"381","Plus, Wells Fargo's results got a surprise lift from investment banking gains -- a line of business that hasn't been a major focus for the consumer-oriented bank. The bank's investment banking revenue from commercial customers leaped 20 percent from a year ago, it said.",13,"from","investment","banking","gains","","the","a","to",0.0199999999999818,FALSE
"382","Smith has a strong accurate arm. He pitched and played quarterback when he was younger and that makes up for what he lacks physically.",12,"pitched","and","played","quarterback","when","the","a","to",0.0299999999997453,FALSE
"383","Desserts have also improved, including a brown butter almond cake ($8) encasing the bottom of a poached pear and served with plum gelato and pear sorbet; and chocolate trio ($10) composed of a dense espresso torte dusted with sea salt, a ganache pudding accented with orange and olive oil gelato, and a molten chocolate cake with bitter orange.",16,"encasing","the","bottom","of","a","the","a","of",0.0300000000002001,TRUE
"384","The Indian-born defendant's name played prominently at the criminal trial earlier this year of Rajaratnam, who was convicted after prosecutors used a trove of wiretaps on which he could be heard coaxing a crew of corporate tipsters into giving him an illegal edge on blockbuster trades.",14,"trial","earlier","this","year","of","and","is","the",0.00999999999976353,FALSE
"385","Tilley called the assertions about lobbying ""ridiculous,"" adding that he has not made a decision about what to do after his legislative career is ended by term limits next January. Tilley said there is nothing wrong about raising money for other legislative candidates, which he has done for years. He accused Crowell of opposing the funding increase because he carries a grudge against the university president.",51,"done","for","years","he","accused","said","the","was",0.0399999999999636,FALSE
