"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"220","Thank God. Was afraid their playoff games might interrupt my Brewers time","thank god was afraid their playoff",7,"games","own",0.0200000000004366,FALSE
"221","re JCDL 83% way less than that we have smart and dedicated people from around the world ask :(...) 83% of LC will be there :-)","re jcdl way less than that we have smart and dedicated people from around the world ask",18,"of","of",0.0100000000002183,TRUE
"222","So many good things on the horizon. :)","so many good things",5,"on","for",0.0300000000006548,FALSE
"223","this is gonna be a very physical series.","this is gonna be",5,"a","be",0.0199999999986176,FALSE
"224","What do you consider your greatest accomplishment?","what do you consider",5,"your","can",0.0300000000006548,FALSE
"225","can ""smack the ish"" outta me, but he will NEVER take away my joy at seeing Beckham in undies. Thank you H&M. :-)","can smack the ish outta me but he",9,"will","the",0.0100000000002183,FALSE
"226","Thanks for the shout out! Come see us soon!","thanks for the",4,"shout","first",0.0399999999990541,FALSE
"227","Okay so I am new to this twitter thing. Seems fun so far but not sure what I am doing.","okay so i am new to this twitter thing",10,"seems","that",0.0100000000002183,FALSE
"228","I saw that online and thought it was fake! Disgusting.","i",2,"saw","was",0.0300000000006548,FALSE
"229","Achieve your best body ever with Hollywood Ellite Trainer Max ""The Body""","achieve your best body ever",6,"with","and",0.0200000000004366,FALSE
"230","Sure im available!RT : Need referral for a female photographer in Sacramento who can do biz Headshot THIS week","sure im availablert need referral for a",8,"female","the",0.0299999999988358,FALSE
"231","Are you going to be wearing pink at the event? Keep your eye out for Mike, CRAVE's Marketing Manager in his beautiful pink tie!","are you going to be",6,"wearing","in",0,FALSE
"232","Maps by Yeah Yeah Yeah's is my new favorite song that I forgot about","maps by",3,"yeah","the",0.0200000000004366,FALSE
"233","If you love someone tell them if you need someone tell them if you want someone tell the to come to you and be theirs","if you love someone",5,"tell","and",0.0300000000006548,FALSE
"234","I can't DM you? How much for those tickets??","i cant dm you how much for",8,"those","more",0.0299999999988358,FALSE
"235","Great bio on your website ;)","great bio on",4,"your","the",0.0100000000002183,FALSE
"236","why do you always do this to me?!","why",2,"do","do",0.0200000000004366,TRUE
"237","We are looking for contestants from Panama, St Brats, St Lucia, St. Maarten Turks & Caicos, US Virgin Islands","we are",3,"looking","all",0.0100000000002183,FALSE
"238",": Thanks & we're grateful for the RT's! Looking forward to the fair as well.","thanks were",3,"grateful","in",0.0399999999990541,FALSE
"239","Where will you be Monday night? We hope it's with us!","where will you be monday night we hope its",10,"with","you",0.0100000000002183,FALSE
"240","Now Playing: What Goes Around - Justin Timberlake","now playing",3,"what","with",0.0200000000004366,FALSE
"241","The set up wasn't ideal... so I only stuck around for one song. Acoustics were all off! I want to see them in a real venue :)","the set up wasnt ideal so i only stuck around for",12,"one","the",0,FALSE
"242","Is there a really a heroin problem in Irondequoit schools, or do parents really have their heads in the proverbial sand? 222-6000","is there a really a problem in irondequoit",9,"schools","the",0.069999999999709,FALSE
"243","Why is psychoanalysis so much quicker for men than for women? Men don't need to be regressed back to their childhood.","why is psychoanalysis so much quicker",7,"for","more",0.0300000000006548,FALSE
"244","hope you are well!","hope you",3,"are","enjoy",0.0100000000002183,FALSE
"245","This humidity and my hair= not a good look hahaha","this humidity and my",5,"hair","the",0.0299999999988358,FALSE
"246","RT Las Vegas! Buy cheap tickets from us to our show with and many more. The show is tomorrow!","rt las vegas buy cheap tickets from us to our show with",13,"and","families",0.0300000000006548,FALSE
"247","thanks! btw what happen?","thanks",2,"btw","to",0.0200000000004366,FALSE
"248","Thank you! RT : #smarts big shout out to for having a beautiful website - design supports its story.","thank",2,"you","you",0.0199999999986176,TRUE
"249","That's wsup had too I need them Japanese Nike running shoes 😂😂😂😂😂 RT : u killed that one lol nicee","thats wsup had too",5,"i","to",0.0300000000006548,FALSE
"250","i have those shoes! :D","i have those shoes",5,"d","who",0.0300000000006548,FALSE
"251","Thank you:)","thank",2,"you","you",0.00999999999839929,TRUE
"252","YA: Great direction again ! YA wast flawed in writing and casting (Theron was terrible). Probably ur worst movie till date.","ya great direction again ya wast flawed in writing and",11,"casting","the",0.0400000000008731,FALSE
"253","If you can't get somewhere warm and humid, apply moisturizer while wet in the shower, and use an AHA later in the day for dry skin care.","if you cant get somewhere warm and humid apply moisturizer while wet in the shower and use an aha later in the day",24,"for","when",0.0100000000002183,FALSE
"254","You hit the nail on the head. #fuckit enjoy","you",2,"hit","can",0.0200000000004366,FALSE
"255","Junior Seau you selfish son of a bitch. Did you know what your suicide would do to your 3 children? Because I do...and it's horrific!","junior seau you selfish son of a did you know what your suicide would do to your children because i doand its",23,"horrific","was",0.0100000000002183,FALSE
"256","Nope. That is actually a tragedy.","nope",2,"that","ive",0.0199999999986176,FALSE
"257","good to hear! Things going well... still tapping away as are you I see. ;D","good to hear things going well still tapping away as are",12,"you","follows",0.0100000000002183,FALSE
"258","Hey can I get a follow please?","hey",2,"can","there",0.0200000000004366,FALSE
"259","Slow-cooked Broccoli and Garlic soup today.","slowcooked",2,"broccoli",NA,NA,FALSE
"260","Great performance so far from Marco Estrada. That's why you use your proven 6th starter rather than the rookie call-up. Need bats!","great performance so far from marco estrada thats why",10,"you","what",0.0200000000004366,FALSE
"261","Goodman: Kansas City has surprisingly strong theater scene and most Equity theaters outside NY. It's true, I was just there!","goodman kansas city has surprisingly strong",7,"theater","to",0.0299999999988358,FALSE
"262","I refresh my browser more than I do myself.","i refresh my browser more",6,"than","toolbar",0.0200000000004366,FALSE
"263","Between the clothing removal and x-ray scanners, I'm starting to think some of the airport security workers are closet perverts.","between the clothing removal",5,"and","do",0.0300000000006548,FALSE
"264","Stickers are still available -- going fast. Please remember to put an address in the e-mail.","stickers are still available going fast please",8,"remember","paced",0.0299999999988358,FALSE
"265","You've worked quite hard for all that you've got mate. You deserve it, and you got it by making millions happy every day. Cheers!","youve worked quite hard for all that youve got mate",11,"you","to",0.0200000000004366,FALSE
"266","Just posted about that OFF!/Refused tour at FB actually, Steve. And glad you're spinning Chuck, too. :-)","just posted about that offrefused tour at fb actually steve and glad",13,"youre","the",0.0300000000006548,FALSE
"267","Awesome!!! You'll do great!","awesome",2,"youll","time",0.0100000000002183,FALSE
"268","Love that is not madness is not love","love that is not madness",6,"is","to",0.0299999999988358,FALSE
"269","Only 1 week left till Black Friday is your #safe ready? Time lock changed? Make sure you talk to me about a free risk assessment!","only week left till black friday is your ready time lock changed make sure you",16,"talk","have",0,FALSE
"270","It’s never the platform, it’s always the message. -","it’s never the platform",5,"it’s","same",0.0300000000006548,FALSE
"271","RT : will preso- Soho Seminar Chicago:Co-Aligning The Corp & Personal Brand, March 4-5 featuring Brogan & Schwabel","rt will preso soho seminar",6,"chicagocoaligning",NA,NA,FALSE
"272","Another kid who attacked the 17 year old asian man- DANNY HUI - dressed in all black and i dont know the camera person.","another kid who attacked the year old asian man danny hui dressed in",14,"all","up",0.0599999999994907,FALSE
"273","R.I.P witney houston!!!! U were a true legend :,(","rip witney houston",4,"u","in",0.0200000000004366,FALSE
"274","Seattle Fashion Week Design Student Competition videos posted at www.YouTube.com/twistiillc 6 collections from the Pacific Northwest USA","seattle fashion week design student competition videos posted at wwwyoutubecomtwistiillc collections from the pacific northwest",16,"usa","way",0.0299999999988358,FALSE
"275","it was incredible! Live music, 24 dancers, gorgeous set and lighting - what a well-rounded treat! Congrats and thank you!","it was incredible live music dancers gorgeous set and lighting what a wellrounded treat congrats and thank",18,"you","the",0.0300000000006548,FALSE
"276","Cute!! I was gonna name my dog Lola! Funny :) Everyone thinks Coco is a lab when we go somewhere&then they see a little Yorkie","cute i was gonna name my dog lola funny everyone thinks coco is a lab when we go somewherethen they see",22,"a","are",0.0300000000006548,FALSE
"277","Some light fog for the morning commute then partly cloudy now and then throughout the day - monsoonal moisture making a comeback - sweaty!","some light fog for the morning commute then partly cloudy now and then throughout the day monsoonal",18,"moisture","of",0.0199999999986176,FALSE
"278","Big factor in the Danny O'Brien saga: Bielema repeatedly talked about how Russell Wilson fit at UW. Is O'Brien the same kind of teammate?","big factor in the danny obrien saga bielema repeatedly talked about how russell wilson fit at uw is obrien the",21,"same","the",0.0300000000006548,FALSE
"279","What! Cool, Blanchet.","what cool",3,"blanchet","and",0.0100000000002183,FALSE
"280","Cant Wait!","cant",2,"wait","wait",0.0200000000004366,TRUE
"281","I don't like many network shows. And the ones I do like are usually comedies. But I'm really enjoying Scandal.","i dont like many network shows and the ones i do like are usually comedies",16,"but","have",0.0299999999988358,FALSE
"282","Video: Ray J's Brother Reacts To The Fight With Fabolous! ""I Believe Fab More Than My Own Brother"" & Thinks Its Drugs Gettin 2 Him [Audio]","video ray js brother reacts to the fight with fabolous i believe fab more than my own brother thinks its drugs gettin him",24,"audio","make",0.0300000000006548,FALSE
