"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"111","I think I did three sets of revisions in the end. The first involved clarifying the plot. I kept moving away from the main thread and rambling in different directions. Once I’d mastered that I had to switch some chapters round and cut some bits out then work a little on the dialogue. Plotting has been the most difficult part of writing so far. But through writing Shine, I studied plot hard, learned a lot and with my second book, Glitter, due out on Sept. 2nd, I had one small amount of editing to do. I kept waiting for Rachel to send the MS back with more to do when I discovered it was already with the copyeditor!",8,"did","three","sets","of","revisions","the","a","my",0.0300000000002001,FALSE
"112","DaVinci Gourmet Vanilla Classic Syrup - Before I opened the bottle I knew I was going to like it. You see vanilla is one of my favorite flavors, as it can be used so many different ways! I chose to add some to my french toast along with some cinnamon. I only used a tad bit but the vanilla syrup gave it a much need pick me up as it danced across my palette. You can even add a tad bit to your whip cream and whip it together to make fluffy tasty whip cream that you could only dream of , well that was until now!",101,"you","could","only","dream","of","be","are","can",0.0399999999999636,FALSE
"113","with me and will not let go.",5,"with","me","and","will","not","the","i","be",0.0300000000002001,FALSE
"114","Frightful's Daughter Meets the Baron Weasel (2007) - Picture Book",5,"frightful's","daughter","meets","the","baron","of","and","to",0.00999999999976353,FALSE
"115","Spanish Omelettes are delicious enough by themselves but they are lovely with salad to accompany them to add an attractive finishing touch !!!",3,NA,NA,"spanish","omelettes","are",NA,NA,NA,NA,FALSE
"116","Caroline Saunders (Lab) 1,142",2,NA,NA,NA,"caroline","saunders","saunders","lab",NA,0,TRUE
"117","Use a pan or kettle to capture the water you run while waiting for warm water to arrive at the faucet. The captured water can be used for other washing purposes.",14,"you","run","while","waiting","for","the","i","for",0.0100000000002183,TRUE
"118","Her father smiled. ""They take just a tiny bit of your qi, your soul energy, when you're initiated and at various other points during your time there. I don't know how, but they make gold from it.""",4,NA,"her","father","smiled","they","and","they","she",0.0199999999999818,TRUE
"119","Len Woodbyrne & Joe O’Reilly development at95-97 Francis Street, Dublin8 (central Dublin) has a range of apartments on offer",7,"","joe","oreilly","development","at","at","and","which",0.0299999999997453,TRUE
"120","The City Council prefers to manage the council housing instead of an Arms Length Management Organisation in order to “save money by not having a separate organisation”.",12,"council","housing","instead","of","an","the","a","my",0.0300000000002001,FALSE
"121","This stuff is actually happening. It’s threatening our survival. And it’s not just the environment. And I’m writing it to know that, among the peaceful: you are not crazy for thinking that we are approaching a turning point in our country where the realities of decades of profit-over-all-else mentality are becoming not just undeniable, but are confronting us in our day to day lives in ways we did not think was possible in a country that now seems, in retrospect, to have been the least Western, least democratically-minded country to be considered so. And that turning point might require widespread civil disobedience, in the name of the environmental and economic survival of our country and our people (as well, of course, as the vast masses like us all around the world, in other countries).",27,"among","the","peaceful","you","are","of","are","can",0.0199999999999818,TRUE
"122","Sound Designer, Electronic, Experimental, Audiovisual, and Multimedia Artist, with emphasis on Film/T.V and visual mediums. Craig Brown aka Sounda is a former Performance Artist with work featured within Compilation CDs, and tracks licensed for film and TV, just to name a few. My experience with the paranormal and connections to the cosmos, inspired a lot of my work. My goals include pushing the limit of Art through Sound and Music and establishing a strong foundation with my contribution in Film and TV. Favorite Lyric: You are just another brick in the wall by Pink Floyd Activities and Thoughts: Flying, stargazing, battling supernatural forces. There is no such thing as silence, silence has a sound. I am trying to figure out what lies within the 11th Dimension. I wonder if the beautiful ring planet is ready to take me back. Craft:",64,"goals","include","pushing","the","limit","of","and","to",0.00999999999976353,FALSE
"123","There came a point, maybe three years into that, where I began to realise I'd have to have another go at a novel. Giant Thief didn't originate with any one story, but it did come out of not wanting to make the mistakes I'd made with my first attempt at novel writing. I was writing one or two short stories a month, and I didn't want to lose that pace. So it had to be something fast-paced, fun, not too convoluted. Something I could throw myself into and just keep moving with.",89,"throw","myself","into","and","just","the","i","a",0.0300000000002001,FALSE
"124","I decided to get creative with the leftovers of the rainbow cake... instead of doing the mini cupcake rainbow I had planned. It worked out SO well and I don't think it turned out too bad.",11,"the","leftovers","of","the","rainbow","of","the","and",0.0399999999999636,FALSE
"125","At the back of the shop there is a little cafe which is the pretence of this post- the menu is pretty simple, just fry ups (£3.50) sandwiches (around £1.50) and jacket potatoes (around £2). I had a tuna mayo salad and a latte which came to a grand total of £3.50.",12,"is","a","little","cafe","which","of","lot","a",0.0100000000002183,FALSE
"126","anyway, i digress. we’ve got a bed, a sofa, a washing machine – all the important things, really. and the furniture for the baby room comes tomorrow morning. which is good since come next week, i could literally go into labor at any moment. though, i really hope he’ll wait for a little bit. a couple weeks at least. we’re not quite ready yet (though not sure if we will be in a few weeks, either).",48,"moment","though","i","really","hope","to","have","was",0.0299999999997453,FALSE
"127","I wrote you a love haiku",6,"wrote","you","a","love","haiku","of","lot","and",0.0300000000002001,FALSE
"128","Sunday the festivities continued. I went BACK to Shadowbox to see Back to the Garden again. (Told ya I love that place). Then after that was over, I had to work at the store. It was Survivor finale night, and we do a special Survivor crop each season, so I had to go host that.",31,"over","i","had","to","work","the","be","a",0.0199999999999818,FALSE
"129","He grabs my arm and yanks me around to face him. I slam into his chest with a thud that jars my bones and knocks the fight right out of me. I stumble back, away from him, and fold my arms across my chest to cover the logo of Sam’s sweatshirt.",25,"jars","my","bones","and","knocks","i","the","a",0.0499999999997272,FALSE
