"","origLine","partialLine","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"612","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","year","unlimited","number","of","recipients",NA,NA,NA
"613","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","to","unlimited","number","of","recipients",NA,NA,NA
"614","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","an","unlimited","number","of","recipients",NA,NA,NA
"615","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","unlimited","unlimited","number","of","recipients",NA,NA,NA
"616","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","number","unlimited","number","of","recipients",NA,NA,NA
"617","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","of","unlimited","number","of","recipients",NA,NA,NA
"618","""Let your hair down; it looks better.""","let","hair","down","it","looks",NA,NA,NA
"619","""Let your hair down; it looks better.""","your","hair","down","it","looks",NA,NA,NA
"620","""Let your hair down; it looks better.""","hair","hair","down","it","looks",NA,NA,NA
"621","""Let your hair down; it looks better.""","down","hair","down","it","looks",NA,NA,NA
"622","""Let your hair down; it looks better.""","it","hair","down","it","looks",NA,NA,NA
"623","Born on April 15, 1925 in Pozzuoli, Naples, Italy she resided in North Plainfield since her marriage in 1945.","born",NA,NA,"born","on",NA,NA,NA
"624","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","house","pelosi","and","other","top",NA,NA,NA
"625","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","minority","pelosi","and","other","top",NA,NA,NA
"626","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","leader","pelosi","and","other","top",NA,NA,NA
"627","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","nancy","pelosi","and","other","top",NA,NA,NA
"628","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","pelosi","pelosi","and","other","top",NA,NA,NA
"629","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","and","pelosi","and","other","top",NA,NA,NA
"630","House Minority Leader Nancy Pelosi and other top Democrats had called for Weiner's resignation.","other","pelosi","and","other","top",NA,NA,NA
"631","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","","bin","","south","eastern",NA,NA,NA
"632","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","also","bin","","south","eastern",NA,NA,NA
"633","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","consider","bin","","south","eastern",NA,NA,NA
"634","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","","bin","","south","eastern",NA,NA,NA
"635","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","wyndham","bin","","south","eastern",NA,NA,NA
"636","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","bin","bin","","south","eastern",NA,NA,NA
"637","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","","bin","","south","eastern",NA,NA,NA
"638","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)","south","bin","","south","eastern",NA,NA,NA
"639","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","added","shooter","picked","the","wrong",NA,NA,NA
"640","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","east","shooter","picked","the","wrong",NA,NA,NA
"641","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","orange","shooter","picked","the","wrong",NA,NA,NA
"642","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","mayor","shooter","picked","the","wrong",NA,NA,NA
"643","Added East Orange Mayor Robert Bowser: ""We will not tolerate this kind of violence. ... The shooter picked the wrong city. He will be apprehended.""","robert","shooter","picked","the","wrong",NA,NA,NA
