"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"125","Once the chicken is golden, add the mushrooms and carrots and stir for a couple of minutes to soften slightly.","chicken","is","golden","add","the","the",0.839999999996508,TRUE
"126","I got off early from work so I could be home in time to lock all the doors, draw all the curtains and hide under the covers of my bed until at least 3:30. Just in case.","my","bed","until","at","least","the",0.75,FALSE
"127","In itself, the tale of the publication of Into the Cannibal’s Pot: Lessons For America From Post-Apartheid South Africa bears telling. For while this polemic respects no political totems or taboos, it is faithful to facts. These facts cried out to be chronicled. They should not have had a struggle to find their way into print.","cried","out","to","be","chronicled","lame",0.0500000000029104,FALSE
"128","When I got to the park I confirmed with the ranger that there was a water fountain at the summit. I knew this would be about 11 miles and I figured I had enough water to get me up there. Once at the top, the Visitor Center, my options for getting back opened up. It felt like a safe plan, so I went for it. Halemau’u Trailhead to the Summit, then possibly back from there or a quick trip back to the car via the road that went to the summit, or, I could hitchhike down if I needed it.","top","the","visitor","center","my","register",0.190000000002328,FALSE
"129","We were sad to see the last course, but in a way we were so stuffed, we couldn’t have fit anymore. Unlike Kristien, I have a natural hatred of all things cheesecake, so I had a big decision to make during the whole meal. Would I eat the Marscapone Cheesecake that was served with strawberries and basil? At first I wasn’t sure, but just after the amuse bouche I knew that I trusted Chef Arik to give me something that would blow me away. Let me say, this was an amazing dessert. It was not too sweet and just right in terms of creaminess. The little ribbons of basil, too, added nice bursts of flavor to the cake. Mary paired this course with a great Muscat from Rurtherglen that wasn’t overly sweet.","blow","me","away","let","me","some",1.13999999999942,FALSE
"130","In the light of His glory and grace.","the","light","of","his","glory","day",1.25999999999476,FALSE
"131","Each morning when we roll out of bed we are given the world. We can make that day into anything we want just by starting the day right. I must admit, most mornings I hit snooze 10 times, each time dreading more the next time it goes off. The second that alarm goes off I flood my head with negative thoughts; 'ugg its another work day', 'I wonder what fires I will have to put out today', 'I can't wait until today is over', 'why did he break up with me?'. I'll give you one guess how my days turn out! I am a self-fulfilling prophecy. My days are slow, filled with turmoil and work problems, and I am sad and lonely. So today I tried something new! My alarm when off and I smiled. Not because I wanted to but because I needed to. I kissed my dog good morning and she bounced happily out of bed. Down the stairs we went and made some tea and scrubbed the kitchen clean. I drove to work listening to happy music, I greeted everyone with a smile, I sent out 'Good Morning!' texts. I greeted my work crew and checked in with them and I made another cup of tea. Then I opened my reader and found just what I needed to read on Elephant Journal :","is","over'","'why","did","he","you",0.75,FALSE
"132","This is a physical attack. The bible say that our mouths are sharp and deadly poison it also says that Gods word is a sharp two edged sword that cuts to the bone and marrow.","are","sharp","and","deadly","poison","look",0.770000000004075,FALSE
"133","Before the Lord ever brought Caleb, my husband, into my life, it was my desire to find ways, as a single girl, that I could be a blessing to a future husband that I didn't know yet. I sought to find ways that I could be a Proverbs 31 wife, bringing her husband good all the days of her life, and during this time, I made a list of some applicable things I could do for my future husband that would act as blessing.","single","girl","that","i","could","have",0.75,FALSE
"134","Yep, that’s right, yawnology - the field of science dedicated to the study of yawns. Alright, I made that word up, but there really is quite a bit of research devoted to the phenomenon of yawning. It might sound frivolous and boring, but I assure you it is neither of those.","the","phenomenon","of","yawning","it","No prediction for this word list yet",0.69999999999709,FALSE
"135","Ok y'all (ja, YOU GUYS, who are out there, reading this. The one's I usually shamefully ignore. The ones I seldom address directly. I'm going to lay this on the line for you ... )","you","guys","who","are","out","down",3.52999999999884,FALSE
"136","And suddenly, I was a multi-tasker. My MamaEar was attuned to the cry of my kids. And it was good. To everyone but the adult trying to talk to me. But I figured, the adult could deal. The baby and the toddler had to be attended to. Or a ruckus would be raised, in my honor. And frankly, while I appreciated the effort involved, I could do without the ruckus. Who needs one more ruckus?","of","my","kids","and","it","their",0.0700000000069849,FALSE
"137","Romantic fiction - aimed at adults",NA,"romantic","fiction","","aimed","No prediction for this word list yet",0.0399999999935972,FALSE
"138","Let our voices sing Him our praises","our","voices","sing","him","our","to",0.710000000006403,FALSE
"139","Ahh… I just can’t get over them. I’ve seen them twice already. I wanted to watch them all the time but that would mean restless nights because I would definitely dream about being there. And I dream my character is stronger than Rindaman. Hahahah. I like that both films end with him and Genji fighting one-on-one. And I hope Genji won this time.","rindaman","hahahah","i","like","that","that",0.710000000006403,TRUE
"140","Maximum Level: None",NA,NA,"maximum","level","none","of",0.0499999999883585,FALSE
"141","That's it. Painless right? I would be forever grateful if you would just take an extra second out of your busy day to leave some words for me. And feel free to comment Anonymously if you would like. I won't mind. It's all for the sake of this blog. Because IHeart this blog, and IHeart you.","would","just","take","an","extra","average",0.80000000000291,FALSE
"142","Gasoline Facts & Tips - Retail Marketing.” Sunoco, Inc.. N.p., n.d. Web. 16 Apr. 2012.","tips","","retail","marketing","sunoco","and",0.760000000009313,FALSE
"143","In the mean time, I decided to start keeping track of just what words Goldie can say. I started yesterday counting only spoken words, no matter how hard they were to understand. I was blown away that she used 87 different words!! I had no idea she was using that many. Today we weren't as diligent, but I noticed a bunch of words that she didn't say yesterday, so tomorrow we are going to keep track again. I also think its important that most of these were said without prompting. She either initiated the conversation or repeated them after I used them in a sentence. Goldie is not a ""performer"" so the best way to know where she is developmentally is to watch and interact with her during normal family routines.","how","hard","they","were","to","try",1.85999999998603,FALSE
